brand,model,style,switches,backlight,tenkeyless,connection,color,price
Kensington,Advance Fit Full-Size Slim Keyboard,Slim,,,False,Wired,Black,"['USD', '0.00']"
Kensington,K39514US,Mini,,,True,Bluetooth Wireless,Black,"['USD', '0.00']"
Kensington,K64338,Standard,,,False,Wired,Black,"['USD', '38.04']"
Kensington,K64370,Standard,,,False,Wired,Black,"['USD', '16.49']"
Kensington,K64370A,Standard,,,False,Wired,Black,"['USD', '20.48']"
Kensington,K64406US,Standard,,,False,Wired,White,"['USD', '34.99']"
Kensington,K72279US,Mini,,,False,Wireless,Black,"['USD', '0.00']"
Kensington,K72344US,Slim,,,False,Wireless,Black,"['USD', '33.99']"
Kensington,K72357US,Slim,,,False,Wired,Black,"['USD', '25.37']"
Kensington,K72357USA,Slim,,,False,Wired,Black,"['USD', '25.37']"
Kensington,K72402US,Standard,,,False,Wired,Black,"['USD', '36.99']"
Kensington,K72436AM,Standard,,,False,Wired,Black,"['USD', '25.45']"
Kensington,K75231US,Standard,,,False,Wireless,Black,"['USD', '19.98']"
Kensington,KP400,Slim,,,False,Wired,Black,"['USD', '44.89']"
Kensington,KeyFolio Pro 2 39515 Keyboard,Mini,,,False,Bluetooth Wireless,Black,"['USD', '0.00']"
Kensington,Pro Fit,Standard,,,False,Wireless,Black,"['USD', '24.99']"
Kensington,Pro Fit Ergo,Ergonomic,,,False,Wireless,Black,"['USD', '47.99']"
Kensington,Pro Fit Ergo Bundle,Ergonomic,,,False,Wireless,Gray,"['USD', '74.51']"
Kensington,Pro Fit Wired Media Keyboard,Standard,,,False,Wired,Black,"['USD', '0.00']"
Kensington,Pro Fit Wireless Comfort Desktop Set,Standard,,,False,Wireless,Black,"['USD', '49.99']"
Kensington,Pro Fit Wireless Media Desktop Set,Ergonomic,,,False,Wireless,Black,"['USD', '41.66']"
Key Ovation,GTS-0077,Ergonomic,,,False,Wired,Black,"['USD', '124.91']"
Key Ovation,GTU-0033,Ergonomic,,,False,Wired,White,"['USD', '0.00']"
Key Ovation,Go! Keyboard,Ergonomic,,,False,Wired,Black,"['USD', '0.00']"
Key Ovation,"Go! Travel Ergonomic Keyboard USB MAC, PC",Ergonomic,,,False,Wired,Gray / Black,"['USD', '0.00']"
Key Ovation,Go!2 Mobile Keyboard - PC & Mac - USB,Mini,,,True,Wired,Black,"['USD', '0.00']"
KeyScan,KS810-P,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,CLASSIC-P1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,CLASSIC-P2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,CLASSIC-U1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,CLASSIC-U2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,DESIGNER-P2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E03600P1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,E03600P2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E03600U1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,E03600U2,Standard,,,False,Wired,Black,"['USD', '317.99']"
KeyTronic,E03601P1,Standard,,,False,Wired,Beige,"['USD', '102.02']"
KeyTronic,E03601P15PK,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,E03601P2,Standard,,,False,Wired,Black,"['USD', '117.32']"
KeyTronic,E03601P25PK,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E03601P2M,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E03601P2M5PK,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E03601U1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,E03601U2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E03601U2M,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E03601U2M5PK,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E05390U2 Keyboard,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E06101P1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,E06101P2,Standard,,,False,Wired,Black,"['USD', '80.59']"
KeyTronic,E06101U1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,E06101U2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,E06101USBB,Standard,,,False,Wired,Black,"['USD', '98.28']"
KeyTronic,E06101USBC,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,F-SCAN-KSC01US Keyboard,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,K120P,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,K120U,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,K9.3,Slim,,,False,Wired,Black,"['USD', '83.59']"
KeyTronic,KT400P2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,KT400P4,Standard,,,False,Wired,Gray,"['USD', '0.00']"
KeyTronic,KT400U1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,KT400U2,Standard,,,False,Wired,Black,"['USD', '68.32']"
KeyTronic,KT400U4 Keyboard,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,KT800P2,Standard,,,False,Wired,Black,"['USD', '105.26']"
KeyTronic,KT800P210PK,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,KT800P2M,Standard,,,False,Wired,Black,"['USD', '100.07']"
KeyTronic,KT800P2M10PK,Standard,,,False,Wired,Black,"['USD', '30.00']"
KeyTronic,KT800U2,Standard,,,False,Wired,Black,"['USD', '109.59']"
KeyTronic,KT800U210PK,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,KT800U2M,Standard,,,False,Wired,Black,"['USD', '111.33']"
KeyTronic,KT800U2M10PK,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,SCARD-U1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,SCARD-U2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,TAG-A-LONG-P1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,TAG-A-LONG-P2,Standard,,,False,Wired,Black,"['USD', '114.90']"
KeyTronic,TAG-A-LONG-U2,Standard,,,False,Wired,Black,"['USD', '81.59']"
KeyTronic,TRACKBALL-P1,Standard,,,False,Wired,Beige,"['USD', '193.59']"
KeyTronic,TRACKBALL-P2,Standard,,,False,Wired,Black,"['USD', '0.00']"
KeyTronic,TRACKBALL-U1,Standard,,,False,Wired,Beige,"['USD', '0.00']"
KeyTronic,TRACKBALL-U2,Standard,,,False,Wired,Black,"['USD', '0.00']"
Keycool,108,Standard,Cherry MX Blue,Multicolor,False,Wired,Black,"['USD', '0.00']"
Keycool,180 Key White,Standard,Cherry MX Brown,Multicolor,False,Wired,White,"['USD', '0.00']"
Keycool,84,Mini,Cherry MX Brown,Red,True,Wired,Black,"['USD', '0.00']"
Keycool,87,Mini,Cherry MX Black,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,Grey Version 84,Mini,Cherry MX Black,Red,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84BLA-G,Mini,Cherry MX Black,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84BLA-R,Mini,Cherry MX Black,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84BLUE-B,Mini,Cherry MX Blue,Multicolor,False,Wired,Black,"['USD', '0.00']"
Keycool,KC84BLUE-G,Mini,Cherry MX Blue,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84BLUE-W,Mini,Cherry MX Blue,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84BROWN-B,Mini,Cherry MX Brown,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84BROWN-G,Mini,Cherry MX Brown,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84BROWN-W,Mini,Cherry MX Brown,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84RED-B,Mini,Cherry MX Red,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84RED-G,Mini,Cherry MX Red,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,KC84RED-W,Mini,Cherry MX Red,Multicolor,True,Wired,Black,"['USD', '0.00']"
Keycool,White Version 84,Mini,Cherry MX Black,Red,True,Wired,White,"['USD', '0.00']"
Keycool,White Version 87,Mini,Cherry MX Black,Blue,True,Wired,White,"['USD', '0.00']"
Kingston,HyperX Alloy Core RGB,Gaming,,RGB,False,Wired,Black,"['USD', '39.99']"
Kingston,HyperX Alloy Core RGB UK,Gaming,,RGB,False,Wired,Black,"['USD', '76.60']"
Kingston,HyperX Alloy Elite,Gaming,Cherry MX Blue,Red,False,Wired,Black,"['USD', '0.00']"
Kingston,HyperX Alloy Elite RGB,Gaming,Cherry MX Brown,RGB,False,Wired,Black,"['USD', '0.00']"
Kingston,HyperX Alloy FPS,Standard,Cherry MX Blue,Red,False,Wired,Black,"['USD', '0.00']"
Kingston,HyperX Alloy FPS Pro,Gaming,Cherry MX Red,Red,True,Wired,Black,"['USD', '69.99']"
Kingston,HyperX Alloy FPS RGB,Gaming,Kailh Silver Speed,RGB,False,Wired,Black,"['USD', '109.99']"
Kingston,HyperX Alloy Origins,Gaming,HyperX Aqua,RGB,False,Wired,Black,"['USD', '0.00']"
Kingston,HyperX Alloy Origins Core,Gaming,HyperX Red,RGB,True,Wired,Black,"['USD', '89.99']"
Kodak,TRUFORM 1150,Ergonomic,,,True,Wireless,Black,"['USD', '71.99']"
Kodak,TRUFORM 1500,Ergonomic,,,True,Wireless,Black,"['USD', '71.99']"
Kodak,TRUFORM 3500,Ergonomic,,,False,Wireless,Black,"['USD', '0.00']"
Kodak,TRUFORM 4500,Ergonomic,,,False,Wireless,Black,"['USD', '0.00']"
Lenovo,0A34045,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Lenovo,300,Slim,,,False,Wired,Black,"['USD', '15.99']"
Lenovo,57Y6336,Mini,,,False,Wireless,Black,"['USD', '199.95']"
Lenovo,73P2620,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lenovo,73P4730,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lenovo,73P5230,Standard,,,False,Wired,Gray / Black,"['USD', '0.00']"
Lenovo,Cherry SmartBoard G83-6644,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lenovo,Comfort Curve Keyboard 3000,Ergonomic,,,False,Wired,Black,"['USD', '0.00']"
Lenovo,Legion K200,Gaming,,Multicolor,False,Wired,Black / Silver,"['USD', '28.99']"
Lenovo,Legion K500 RGB,Gaming,Kailh Red,RGB,False,Wired,Black,"['USD', '71.42']"
Lenovo,Multimedia Remote Keyboard N5902 (Non-backlit),Mini,,,True,Wireless,Black,"['USD', '199.99']"
Lenovo,N5902,Mini,,,True,Wireless,Black,"['USD', '0.00']"
Lenovo,PREFERRED PRO FULL-SIZE,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lenovo,Preferred Pro,Standard,,,False,Wired,Black,"['USD', '79.73']"
Lenovo,Preferred Pro II,Standard,,,False,Wired,Black,"['USD', '31.99']"
Lenovo,Preferred Pro USB Fingerprint Keyboard -US English,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lenovo,Preferred Pro USB Keyboard,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lenovo,USB Smartcard,Standard,,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC200RC/AB,Standard,Cherry MX Blue,,True,Wired,Black,"['USD', '0.00']"
Leopold,FC200RC/ABN Otaku (Non-Printed),Standard,Cherry MX Blue,,True,Wired,Black,"['USD', '0.00']"
Leopold,FC200RL/AB,Standard,Cherry MX Black,,True,Wired,Black,"['USD', '0.00']"
Leopold,FC200RR/AB,Standard,Cherry MX Red,,True,Wired,Black,"['USD', '0.00']"
Leopold,FC200RR/ABN Otaku (Non-Printed),Standard,Cherry MX Red,,True,Wired,Black,"['USD', '0.00']"
Leopold,FC200RT/AB,Standard,Cherry MX Brown,,True,Wired,Black,"['USD', '0.00']"
Leopold,FC200RT/ABN Otaku (Non-Printed),Standard,Cherry MX Brown,,True,Wired,Black,"['USD', '0.00']"
Leopold,FC500RC/AB,Standard,Cherry MX Blue,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC500RC/ABN Otaku (Non-Printed),Standard,Cherry MX Blue,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC500RL/AB,Standard,Cherry MX Black,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC500RR/AB,Standard,Cherry MX Red,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC500RR/ABN (Non-Printed),Standard,Cherry MX Red,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC500RT/AB,Standard,Cherry MX Brown,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC500RT/ABN Otaku (Non-Printed),Standard,Cherry MX Brown,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC750R Black PD,Standard,Cherry MX Black,,False,Wired,Black,"['USD', '0.00']"
Leopold,FC980CEW,Standard,Topre 45g,,False,Wired,Beige / Gray,"['USD', '0.00']"
Lite-On,SB-9061,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Lite-On,SK-1688U/B,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lite-On,SK-1788/BS,Standard,,,False,Wired,Silver / Black,"['USD', '0.00']"
Lite-On,SK-2030/B,Slim,,,False,Wired,Black,"['USD', '0.00']"
Lite-On,SK-2035/B,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lite-On,SK-2085,Slim,,,False,Wired,Black,"['USD', '0.00']"
Lite-On,SK-2355/B,Standard,,,False,Wired,Black,"['USD', '0.00']"
Lite-On,SK-9020,Slim,,,False,Wired,Black,"['USD', '0.00']"
Lite-On,SK2352/B,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logisys,KB208BK,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logisys,KBMS801WG,Standard,,,False,Wired,Green / White,"['USD', '0.00']"
Logisys,Streamline Character-illuminated White LED Keyboard,Ergonomic,,,False,Wired,Black,"['USD', '0.00']"
Logitech,920-000021,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,920-003039-1,Standard,,,True,Wireless,Black,"['USD', '0.00']"
Logitech,920-003474,Slim,,,False,Wireless,White / Pink,"['USD', '0.00']"
Logitech,920-003475,Slim,,,False,Wireless,Silver,"['USD', '0.00']"
Logitech,920-003687,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,920-003693,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,920-003706,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,920-003709,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,920-003712,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,967362-0403,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,967674-0120,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,967685-0403-1,Standard,,,True,Bluetooth Wireless,Black / Silver,"['USD', '0.00']"
Logitech,CRAFT,Standard,,,False,Wireless,Black,"['USD', '169.99']"
Logitech,Call of Duty: MW3 Edition,Gaming,,Green,False,Wired,Black,"['USD', '199.99']"
Logitech,Corded Keyboard K280e,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,Desktop MK120-TAA LOG920004218,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,ERGO K860,Ergonomic,,,False,Bluetooth Wireless,Black,"['USD', '119.99']"
Logitech,EX 100 Cordless Desktop,Standard,,,False,Wireless,Black,"['USD', '69.95']"
Logitech,Fold-Up Keyboard,Mini,,,True,Bluetooth Wireless,Black,"['USD', '109.00']"
Logitech,G PRO,Gaming,GX Blue,RGB,True,Wired,Black,"['USD', '117.99']"
Logitech,G Pro,Gaming,Romer-G Tactile,RGB,True,Wired,Black,"['USD', '0.00']"
Logitech,G100S Gaming Combo,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,G105,Gaming,,Blue,False,Wired,Black,"['USD', '252.99']"
Logitech,G11,Standard,,Blue,False,Wired,Black / Silver,"['USD', '0.00']"
Logitech,G110,Standard,,Multicolor,False,Wired,Black,"['USD', '349.99']"
Logitech,G13,Gaming,,,False,Wired,Black,"['USD', '0.00']"
Logitech,G15,Standard,,Red,False,Wired,Black / Gray,"['USD', '0.00']"
Logitech,G19,Standard,,Multicolor,False,Wired,Black,"['USD', '789.00']"
Logitech,G19s,Gaming,,,False,Wired,Black,"['USD', '399.06']"
Logitech,G213 PRODIGY,Gaming,,RGB,False,Wired,Black,"['USD', '39.99']"
Logitech,G410 Atlas Spectrum,Gaming,Romer-G Tactile,RGB,True,Wired,Black,"['USD', '0.00']"
Logitech,G413 Carbon,Gaming,Romer-G Tactile,Red,False,Wired,Black,"['USD', '59.99']"
Logitech,G413 Silver,Gaming,Romer-G Tactile,White,False,Wired,Silver,"['USD', '69.99']"
Logitech,G510,Gaming,,Multicolor,False,Wired,Black,"['USD', '799.99']"
Logitech,G510s,Gaming,,Multicolor,False,Wired,Black,"['USD', '299.00']"
Logitech,G512 CARBON,Gaming,Romer-G Linear,RGB,False,Wired,Black,"['USD', '0.00']"
Logitech,G513 Carbon,Gaming,GX Blue,RGB,False,Wired,Black,"['USD', '99.99']"
Logitech,G513 Silver,Gaming,Romer-G Tactile,RGB,False,Wired,Silver / Black,"['USD', '149.00']"
Logitech,G610,Gaming,Cherry MX Brown,White,False,Wired,Black,"['USD', '193.50']"
Logitech,G613,Standard,Romer-G Tactile,,False,Wireless,Black,"['USD', '77.98']"
Logitech,G710,Gaming,Cherry MX Blue,White,False,Wired,Black / Blue,"['USD', '259.32']"
Logitech,G710 Plus,Gaming,Cherry MX Brown,White,False,Wired,Black,"['USD', '199.99']"
Logitech,G810 Orion Spectrum RGB,Gaming,Romer-G Tactile,RGB,False,Wired,Black,"['USD', '245.94']"
Logitech,G815 Lightsync RGB,Gaming,GL Clicky,RGB,False,Wired,Black,"['USD', '149.99']"
Logitech,G910 Orion Spark,Gaming,Romer-G Tactile,RGB,False,Wired,Black,"['USD', '207.14']"
Logitech,G910 Orion Spectrum RGB,Gaming,Romer-G Tactile,RGB,False,Wired,Black,"['USD', '99.99']"
Logitech,G915,Gaming,GL Clicky,RGB,True,Wireless,Black,"['USD', '210.42']"
Logitech,G915 Lightspeed,Gaming,Logitech GL Clicky,RGB,False,Wireless,Black,"['USD', '236.99']"
Logitech,K100,Slim,,,False,Wired,Black,"['USD', '0.00']"
Logitech,K120,Standard,,,False,Wired,Black,"['USD', '18.99']"
Logitech,K120 - UK Layout,Standard,,,False,Wired,Black,"['USD', '30.52']"
Logitech,K120-TAA Keyboard,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,K200,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,K250,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,K270,Standard,,,False,Wireless,Black,"['USD', '25.99']"
Logitech,K310,Standard,,,False,Wired,Black,"['USD', '74.84']"
Logitech,K320,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,K350,Ergonomic,,,False,Wireless,Black,"['USD', '36.99']"
Logitech,K360,Mini,,,False,Wireless,White,"['USD', '0.00']"
Logitech,K375s,Standard,,,False,Bluetooth Wireless,Black,"['USD', '49.99']"
Logitech,K380,Mini,,,True,Bluetooth Wireless,Blue,"['USD', '141.76']"
Logitech,K400,Slim,,,True,Wireless,Black,"['USD', '19.99']"
Logitech,K400 (920-003070),Slim,,,True,Wireless,Black,"['USD', '39.99']"
Logitech,K400 Plus,Mini,,,True,Wireless,Black / Yellow,"['USD', '24.99']"
Logitech,K480,Slim,,,False,Bluetooth Wireless,Black / Green,"['USD', '0.00']"
Logitech,K725-C,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,K740,Slim,,White,False,Wired,Black,"['USD', '59.99']"
Logitech,K750,Slim,,,False,Wireless,Black,"['USD', '49.99']"
Logitech,K750 Keyboard,Slim,,,False,Wireless,Silver / Black,"['USD', '72.99']"
Logitech,K780,Slim,,,False,Wireless,Black,"['USD', '59.99']"
Logitech,K800,Slim,,White,False,Wireless,Black,"['USD', '107.33']"
Logitech,K810,Mini,,White,True,Bluetooth Wireless,Black,"['USD', '0.00']"
Logitech,K830,Slim,,White,True,Wireless,Black,"['USD', '59.99']"
Logitech,K840,Standard,Romer-G Tactile,,False,Wired,Black,"['USD', '59.99']"
Logitech,Keyboard K120 for Business,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,Keyboard and Mouse,Ergonomic,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,LX310,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,MK100,Slim,,,False,Wired,Black,"['USD', '119.99']"
Logitech,MK120,Slim,,,False,Wired,Black,"['USD', '14.99']"
Logitech,MK120-TAA,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,MK200,Slim,,,False,Wired,Black,"['USD', '23.99']"
Logitech,MK235,Standard,,,False,Wireless,Black,"['USD', '20.49']"
Logitech,MK320,Standard,,,False,Wireless,Black,"['USD', '27.99']"
Logitech,MK345,Standard,,,False,Wireless,Black / Blue,"['USD', '0.00']"
Logitech,MK470,Slim,,,False,Wireless,Black / Silver,"['USD', '49.99']"
Logitech,MK520,Ergonomic,,,False,Wireless,Black,"['USD', '39.99']"
Logitech,MK540 ADVANCED,Standard,,,False,Wireless,Black,"['USD', '87.68']"
Logitech,MK550,Ergonomic,,,False,Wireless,Black,"['USD', '49.99']"
Logitech,MK560,Ergonomic,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,MK710,Standard,,,False,Wireless,Black,"['USD', '69.99']"
Logitech,MKTPLS+DELETE,Mini,,,True,Wireless,Black,"['USD', '0.00']"
Logitech,MX 5500 Revolution,Standard,,,False,Wireless,Black,"['USD', '799.93']"
Logitech,MX Keys Advanced,Slim,,White,False,Wireless,Black,"['USD', '99.99']"
Logitech,MX800,Standard,,White,False,Wireless,Black,"['USD', '0.00']"
Logitech,Solar Keyboard K750 for Mac,Slim,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,Value 100,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,Wave Pro Desktop,Ergonomic,,,False,Wireless,Black,"['USD', '399.71']"
Logitech,Wireless All-in-One Keyboard TK820,Slim,,,True,Wireless,Black,"['USD', '0.00']"
Logitech,Wireless Combo MK260,Standard,,,False,Wireless,Black,"['USD', '257.93']"
Logitech,Wireless Combo MK270,Standard,,,False,Wireless,Black,"['USD', '24.99']"
Logitech,Wireless Keyboard K360,Slim,,,False,Wireless,Black,"['USD', '0.00']"
Logitech,Wireless Solar Keyboard K750 for Mac,Slim,,,False,Wireless,Silver / White,"['USD', '54.99']"
Logitech,Wireless Solar Keyboard K760,Mini,,,True,Bluetooth Wireless,Silver / Black,"['USD', '248.00']"
Logitech,"Wireless Solar Keyboard K760 for Mac, iPad and iPhone",Mini,,,True,Bluetooth Wireless,White,"['USD', '0.00']"
Logitech,Wireless Touch k400,Slim,,,True,Wireless,White,"['USD', '199.98']"
Logitech,Y-SAE71,Standard,,,False,Wired,Black,"['USD', '0.00']"
Logitech,Y-UY95,Gaming,,,False,Wired,Black,"['USD', '59.99']"
Logitech,diNovo Edge,Mini,,,False,Bluetooth Wireless,Black / White,"['USD', '0.00']"
MK,Night Typist,Standard,Cherry MX Silent Red,White,False,Wired,Black,"['USD', '0.00']"
MSI,CK Series,Standard,Cherry MX Red,,False,Wired,Black,"['USD', '0.00']"
MSI,GK-601,Gaming,Cherry MX Red,,False,Wired,Black / Yellow,"['USD', '0.00']"
MSI,GK-701,Gaming,Cherry MX Brown,Red,False,Wired,Black,"['USD', '0.00']"
MSI,VIGOR GK40,Gaming,,RGB,False,Wired,Black,"['USD', '0.00']"
MSI,VIGOR GK70,Gaming,Cherry MX Red,RGB,True,Wired,Black,"['USD', '0.00']"
MSI,VIGOR GK80,Gaming,Cherry MX Red,RGB,False,Wired,Black,"['USD', '169.94']"
MSI,Vigor GK30,Gaming,,RGB,False,Wired,Black,"['USD', '44.99']"
MSI,Vigor GK60,Gaming,Cherry MX Red,Red,False,Wired,Black,"['USD', '119.99']"
Mad Catz,CCB43107N0B2/04/1,Gaming,,,False,Wired,Black / Gray,"['USD', '0.00']"
Mad Catz,CCB44026N0B2/06/1,Gaming,,,False,Wired,Black,"['USD', '0.00']"
Mad Catz,PK02AU,Gaming,,,False,Wired,Black / White,"['USD', '0.00']"
Mad Catz,S.T.R.I.K.E. 3 Black,Gaming,,,False,Wired,Black,"['USD', '79.98']"
Mad Catz,S.T.R.I.K.E. 3 Red,Gaming,,,False,Wired,Black / Red,"['USD', '69.98']"
Mad Catz,S.T.R.I.K.E. 3 White,Gaming,,,False,Wired,Black / White,"['USD', '69.98']"
Mad Catz,S.T.R.I.K.E. 7,Gaming,,Multicolor,False,Wired,Black / Silver,"['USD', '0.00']"
Mad Catz,S.T.R.I.K.E. TE,Gaming,Kailh Brown,White,False,Wired,Black / Red,"['USD', '99.99']"
Mad Catz,S.T.R.I.K.E.5,Gaming,,Multicolor,False,Wired,Black,"['USD', '0.00']"
Mad Catz,S.T.R.I.K.E.M,Gaming,,White,True,Bluetooth Wireless,Black / Red,"['USD', '205.99']"
Mad Catz,S.T.R.I.K.E.TE,Gaming,Kailh Brown,White,False,Wired,Black / Blue,"['USD', '0.00']"
Mad Catz,The Authentic S.T.R.I.K.E. 2,Gaming,,Multicolor,False,Wired,Black,"['USD', '36.99']"
Mad Catz,The Authentic S.T.R.I.K.E. 4,Gaming,Cherry MX Red,Multicolor,False,Wired,Black / Silver,"['USD', '93.99']"
Mad Catz,Titanfall S.T.R.I.K.E.3,Gaming,,Multicolor,False,Wired,Orange / White,"['USD', '0.00']"
Mad Catz,V.7,Gaming,,Red,False,Wired,Black / Silver,"['USD', '0.00']"
Max Keyboard,Blackbird,Gaming,Cherry MX Brown,Red,True,Wired,Black,"['USD', '0.00']"
Max Keyboard,Nighthawk X7,Standard,Cherry MX Blue,White,False,Wired,Black,"['USD', '0.00']"
Max Keyboard,Nighthawk X8,Standard,Cherry MX Brown,White,False,Wired,Black,"['USD', '0.00']"
Max Keyboard,Nighthawk X8 Green,Standard,Cherry MX Brown,Green,False,Wired,Black,"['USD', '0.00']"
Max Keyboard,Nighthawk X8 Orange,Standard,Cherry MX Brown,Orange,False,Wired,Black,"['USD', '0.00']"
Max Keyboard,Nighthawk X9,Standard,Cherry MX Red,White,False,Wired,Black,"['USD', '0.00']"
Max Keyboard,Nighthawk X9 White,Standard,Cherry MX Red,White,False,Wired,Black,"['USD', '0.00']"
Max Keyboard,Nighthawk-X8 White LED,Standard,Cherry MX Brown,White,False,Wired,Black,"['USD', '0.00']"
Microsoft,2LF-00001,Standard,,,False,Wireless,Black,"['USD', '39.99']"
Microsoft,2VJ-00001,Standard,,,False,Wireless,Black,"['USD', '0.00']"
Microsoft,2VJ-00003,Standard,,,False,Wired,Black,"['USD', '66.23']"
Microsoft,2WJ-00002,Standard,,,False,Wireless,Black,"['USD', '92.00']"
Microsoft,3RA-00022,Ergonomic,,,False,Bluetooth Wireless,Gray,"['USD', '114.99']"
Microsoft,3TJ-00001,Ergonomic,,,False,Wired,Black,"['USD', '179.99']"
Microsoft,3TJ-00002,Ergonomic,,,False,Wired,Black,"['USD', '0.00']"
Microsoft,3XJ-00001,Ergonomic,,,False,Wired,Black,"['USD', '169.99']"
